id,intitule,description,typeContrat,lieuTravail,dateCreation,dureeTravailLibelle,salaire
192QNDC,Conseiller / Conseillère en économie sociale et familiale (H/F),"En tant que CESF au sein de l'équipe pluridisciplinaire, vous jouez un rôle clé dans le soutien social des résidents et de leurs familles, en lien avec les autres professionnels (infirmiers, aides-soignants, psychologue, médecin coordonnateur, etc.).

Vos missions principales :
- Réaliser l'évaluation sociale à l'entrée des résidents
- Accompagner les résidents et leurs familles dans les démarches administratives (aides financières, demande d'APA, APL, dossiers d'admission, tutelles/curatelles, etc.)
- Assurer le suivi social individuel 
- Participer à la construction et au suivi du projet personnalisé du résident
- Faciliter les liens entre l'EHPAD, les familles, les partenaires extérieurs (services sociaux, juridiques, établissements hospitaliers, etc.)
- Soutenir les familles confrontées à des situations complexes (fin de vie, isolement, difficultés financières...)
- Participer à la vie institutionnelle et aux réunions d'équipe
Profil recherché :
- Diplôme d'État de Conseiller(ère) en Économie Sociale et Familiale (DE CESF) requis
- Connaissance des dispositifs sociaux, de la précarité et des politiques sociales
- Capacités d'analyse, d'écoute active, de médiation et de travail en équipe
- Maîtrise des outils bureautiques et logiciels du secteur (notamment pour la rédaction de rapports et le suivi des dossiers)

Un temps plein est envisageable avec des tâches administratives supplémentaires.",CDI,07 - ST AGREVE,2025-05-19T14:27:47.695Z,temps partiel - 21H Autre,Mensuel de 1524.87 Euros sur 12.0 mois
192NZPN,Animateur.rice enfance d'ACM (H/F),"Le centre socioculturel « Le Palabre » recherche deux animateur.trices permanent.es à partir de juillet 2025 pour ces accueils de loisirs itinérants.

Spécificités du poste:
Localisation : siège social : 6 rue Albert Seibel 07200 Aubenas
- Déplacement sur site d'animation en fonction du lieu d'implantation de l'accueil de loisirs 
- CDI - Intermittent pour 1 an
- Travail uniquement pendant les vacances scolaires et des temps de préparation les semaines qui précèdent les vacances.
- Possibilité de travail le week-end et en soirée
- Possibilité de remplacement ponctuel imprévu
- Convention collective :  Elisfa - 1261

Missions :
-Assurer la gestion et la référence d'un groupe de 16 ou 24 enfants
-Application et vérification des règles de sécurité, de santé et d'hygiène (Règlementation SDJES , HACCP, gestion des fiches sanitaires etc.) 
-Être garant du projet pédagogique, assurer sa mise en œuvre au quotidien et participer à son évaluation.
-Accueillir et orienter le public accueilli, les familles
-Animer et savoir gérer la vie quotidienne ainsi qu'un panel de différentes activités
-Concevoir et organiser des projets

Salaire : 788.96€ mensuel brut, + heures supplémentaires + indemnités de congés payés + prime d'intermittence soit environ 12 280€ brut annuel.

Profil :
Le.la permanent.e est un élément dynamique de la structure et présent dans le temps. Il.elle crée des relations à long terme avec l'équipe, les familles, les intervenants et les enfants. C'est une personne qui donne vie, impulse une dynamique de groupe. Il.elle est le moteur d'une équipe.
Il.elle met en place des projets, des activités et des contenus de manière durable.

Savoir être : Communication - Patience - Travail d'équipe - Remise en question - Avoir le sens des responsabilités
Savoir-faire : Organisation- Adaptation- Prise d'initiative - Anticipation - Gestion de conflit- Connaître le développement de l'enfant
Formation requise : CAP AEPE , BAFA, CPJESP, BPJEPS ou autre diplôme équivalent, permis B
Expérience : Plus d'un an",CDI,07 - AUBENAS,2025-05-16T15:29:09.275Z,temps partiel - 14H Autre,Mensuel de 788.96 Euros sur 12.0 mois
192NVLC,Adjoint de magasin (F/H),"Nous recrutons plusieurs Adjoints de magasin (F/H) pour les sites de Davezieux, Roussillon et Chonas. 

Tu seras amené(e) à :
o Faire grandir ton équipe d'employé(e)s de magasin
o Gérer ton point de vente : Passation de commande, réception des produits,
gestion des stocks, implantation des nouveautés
o Être un membre actif de l'équipe d'encadrement
o Veiller au développement et à la renommée du magasin
o Être sur toute la partie Back Office de la vie du magasin (plannings, gestion des
mails, comptage des caisses .)
o Participer au recrutement des futurs collaborateurs

Profil de candidat(e) recherché(e) :
o Tu es en accord avec les valeurs d'Action : orientation client, respect, esprit
d'équipe, discipline, simplicité et conscience des coûts
o Disponible 35 heures par semaine durant les jours d'ouverture du magasin. Tu
travailleras 5 jours par semaine, y compris certains dimanches et jours fériés.
o Tu possèdes un esprit pragmatique, entreprenant et tu sais gérer des coûts
ainsi qu'une équipe.

Des avantages salariaux tels que :
o le 13ème mois supplémentaire (sous conditions)
o Une prime de participation
o Une prime d'ancienneté à partir de 3 ans

o Des avantages sociaux tels que :
o Ticket restaurant d'une valeur de 6€
o Une remise du personnel (15% immédiate au passage en caisse)
o Des cartes cadeaux (plusieurs dans l'année)
o Des avantages grâce à un CSE dynamique
o Une mutuelle d'entreprise et une prévoyance

",CDI,07 - DAVEZIEUX,2025-05-16T14:16:11.580Z,35H Autre,Annuel de 26460.00 Euros sur 12 mois
192LYMX,Secrétaire médical / médicale en cabinet de radiologie H/F,"Importants cabinets en radiologie conventionnelle recherchent une secrétaire médicale.

Vous serez sous la Responsabilité de la Direction des Associés et du Responsable Ressources Humaines.
Titulaire d'une formation « secrétaire médicale », vous possédez obligatoirement une expérience significative de minimum 2 ans en secrétariat médical.

Vos missions principales seront :
- Frappe de Compte rendus médicaux
- Accueils patients
- Accueil téléphonique
- Prise de RDV médicaux
- Organisation et suivi des dossiers patients
- Archivage et tâches diverses de secrétariat

Contrat
Date début de mission : Poste à pourvoir de suite
Type de contrat : CDI Temps plein 35 heures hebdomadaires.
Salaire : à définir selon expérience + PEE + Participation+ Mutuelle + Prévoyance
",CDI,07 - GUILHERAND GRANGES,2025-05-15T11:12:17.043Z,35H Autre,Annuel de 22000.00 Euros à 25000.00 Euros sur 12 mois
192LPZQ,Vendeur / Vendeuse en prêt-à-porter,"KIABI Aubenas recrute VENDEUR H/F prêt à porter
vous conseillez les clients
vous faites la mise en place du magasin
Vous procédez à l'encaissement
prise de poste dès que possible",CDI,07 - AUBENAS,2025-05-15T09:10:06.913Z,35H Autre,Mensuel de 1820 Euros sur 12 mois
192LBDC,Préparateur / Préparatrice en pharmacie hospitalière (H/F),"Le Centre Hospitalier de Privas Ardèche recrute un(e) Préparateur/Préparatrice en Pharmacie Hospitalière

Travail à temps plein de 8h à 17h30
Journée de 9h ( 4 jours de travail par semaine).

Contrat de trois mois renouvelable.

Sous la responsabilité et le contrôle effectif d'un pharmacien : préparer , délivrer, gérer et approvisionner les médicaments anticancéreux et les dispositifs médicaux stériles; concourir aux opérations de stérilisation.

Prérequis réglementaires pour exercer le métier :

Brevet professionnel de préparateur en pharmacie 

Diplôme de préparateur en pharmacie hospitalière

Activités :

Accueil et prise en charge des personnes ( agents, patients, usagers, etc.) dans son domaine
Accueil, encadrement et accompagnement pédagogique de personnes ( agents, étudiants, stagiaires, etc.)
Approvisionnement en produits et/ou de matériels spécifique ou domaine d'activité
Constitution et contrôles des dotations de services dans le respect des règles de détention et de conservation des médicaments et des dispositifs médicaux stériles
Délivrance de médicaments et de dispositifs médicaux stériles
Etablissement/actualisation, organisation et mise en oeuvre de processus, procédures, protocoles, consignes, spécifiques  à son domaine d'activité
Gestion des stocks de produits, de matériels, dans son domaine ( saisie, suivi, contrôle, relance commandes)
Préparations pharmaceutiques
Réalisation d'opérations de stérilisation
Réalisation de préparations galéniques, en zones protégées ou contrôlées
Réalisation des opérations d'approvisionnement et de gestion 
Veille professionnelle et développement professionnel continu
Analyser et adapter sa pratique professionnelle au regard de l'évolution des recommandations
Analyser et optimiser les stocks de produits, matériaux, équipements et consommables dans son domaine de compétence
Analyser les prescriptions, les demandes de médicaments ou de produits ou ordonnances
Analyser, traduire et formuler un besoin utilisateur en études de faisabilité, en solutions, en programmes
Classer des données, des informations, des documents de diverses natures
Conseiller le patient et son entourage dans le cadre du projet personnalisé du patient
Evaluer les pratiques professionnelles de soins dans son domaine de compétence
Evaluer, choisir, utiliser les produits et/ou matériaux nécessaires à la pratique de son métier
Rédiger des informations relatives à son domaine d'intervention pour assurer un suivi et une traçabilité

Connaissances requises :

Fluides médicaux connaissances générales
Gestion des flux stocks/produits connaissances générales
Hygiène Hospitalière connaissances opérationnelles
Législation recommandation connaissances opérationnelles
Pharmacie connaissances opérationnelles
Pharmacologie connaissances approfondies
Qualité connaissances générales
Radioprotection connaissances opérationnelles
Risques et vigilances connaissances générales
Stérilisation et dispositifs médicaux connaissances opérationnelles
Techniques de préparation pharmacologiques connaissances approfondies
Traitement des déchets connaissances générales

ATTRACTIVITE :

Le Centre hospitalier de Privas Ardèche est l'un des 5 établissements pivots de santé du G.H.T Drôme Ardèche Vercors

Le Centre hospitalier est composé de 2 pôles d'activité :
Pôle sanitaire, complet en terme d'activités soignantes et médicotechniques
Pôle médico-social, dont les activités sont réparties sur des sites annexes : EHPAD, Résidence du Montoulon à Privas, EHPAD Rivoly à la Voulte su Rhône et l'EHPAD Yves Perrin à Chomérac ( Direction par intérim)

Le capacitaire est composé de 159 lits de sanitaires et 204 lits médico-sociaux

AUTRES :

Self
Crèche interprofessionnelle",CDI,07 - PRIVAS,2025-05-14T15:27:28.346Z,35H Autre,
192GLST,Employé / Employée de rayon libre-service (H/F),"Vous serez chargé(e) de la mise en rayon des aliments pour chien/chat, de la marchandise générale, ainsi que de la crème UHT, œufs et lait.

Vous aurez donc la responsabilité 
- de la bonne tenue de ces rayons
- suivi des dates de péremption
- suivi du stock informatisé

Vous travaillez 35h par semaine

Prise de poste dès que possible.
Une première expérience en grande distribution est appréciée.
Veuillez joindre vos CV et lettre de motivation à votre candidature.

Compétences
- Contrôler le balisage et l'étiquetage des produits en rayon
- Disposer des produits sur le lieu de vente
- Réaliser le balisage et l'étiquetage des produits en rayon
- Réceptionner un produit
- Suivre l'état des stocks
- Vérifier la conformité de la livraison

Qualités professionnelles
Autonomie
Rigueur
Réactivité",CDI,07 - LE POUZIN,2025-05-12T14:14:38.736Z,35H Autre,Mensuel de 1802.0 Euros sur 12.0 mois
192DFZC,Accompagnant Educatif et Social (H/F) à ROIFFIEUX P3,"Au sein d'une équipe pluridisciplinaire, l'accompagnant éducatif et social spécialisé en « accompagnement à la vie en structure collective » accompagne, en établissement, les personnes dépendantes ou handicapées dans les actes de la vie quotidienne. Il met en œuvre toutes les actions permettant de maintenir et/ou de développer l'autonomie, les aptitudes et le bien-être des personnes.
ACTIVITÉS :
OBSERVATION ET PREVENTION :
- Evaluer les potentialités des personnes
- Adapter sa pratique aux situations particulières (changements d'état physiques ou psychologiques concernant la santé ou la mise en danger des personnes) et/ou critiques (urgence, conflit, violence.)
ACCOMPAGNEMENT DANS LES ACTES DE LA VIE QUOTIDIENNE :
- Assister et/ou accompagner les personnes dans les actes de la vie quotidienne, dans leurs soins et dans leurs relations à l'environnement (mobilité, toilette, alimentation, sorties.)
- Préparer, programmer et animer des activités individuelles et collectives adaptées aux projets personnalisés
- Participer aux choix et mettre en œuvre les outils et les techniques éducatives et de socialisation
MISE EN PLACE ET SUIVI DU PROJET PERSONNALISE :
- Participer à la co-construction du projet personnalisé avec la personne accompagnée dans le cadre du respect du projet d'établissement
- Mettre en oeuvre, suivre et évaluer le projet personnalisé
- Partager et formaliser ses observations avec l'ensemble des parties prenantes
- Participer aux réunions institutionnelles, à la vie de sa structure, à l'élaboration du projet institutionnel et à sa mise en œuvre
- Participer à la constitution d'un dossier informatisé de l'usager, veiller au suivi des documents de la personne
- Assurer la traçabilité des évènements quotidiens (dossier informatisé de l'usager)
Capacité à travailler en équipe pluridisciplinaire
Expérience souhaitée auprès de personne en situation de handicap
Poste en CDI au Foyer de vie de Roiffieux - pavillon 3",CDI,07 - ROIFFIEUX,2025-05-07T17:32:03.256Z,35H Autre,
192CVNY,Secrétaire médical Privas CDI 50% (H/F),"PRESENTATION DU GROUPE :
Rejoignez un acteur majeur de la santé mentale et donnez du sens à votre carrière !

Depuis près de 200 ans, l'Association Hospitalière Sainte-Marie est un pilier incontournable de la santé mentale en France. Avec plus de 5 700 collaborateurs répartis sur 7 départements, nous sommes aujourd'hui le premier opérateur associatif en santé mentale et nous poursuivons notre développement pour toujours mieux accompagner patients, familles et professionnels.

Travailler à l'Association hospitalière Ste Marie, c'est intégrer.
Un réseau d'excellence en psychiatrie, médicosocial et gériatrie
Un environnement bienveillant et humain, où l'on prend soin à la fois des patients et des soignants
Un établissement dynamique et moderne, toujours à la pointe de l'innovation
Un cadre de travail stimulant, où le travail en équipe pluridisciplinaire est une richesse au quotidien

Un ancrage fort en Ardèche-Drôme : un cadre de vie et de travail unique

Le Centre Hospitalier Sainte-Marie de Privas, établissement récent, dynamique et chaleureux, est situé en plein cœur de la préfecture de l'Ardèche, avec un site secondaire à Annonay. Travailler ici, c'est évoluer dans un cadre naturel préservé, entre montagnes et rivières, tout en bénéficiant d'une infrastructure moderne et d'une approche humaine du soin.
Notre réseau de 37 structures extérieures (CMP, HDJ, CATTP) nous permet d'assurer une prise en charge proactive et de proximité, sur tout le territoire, y compris en Sud Drôme (Montélimar, Pierrelatte, etc.).
VOS MISSIONS :
Ce poste est à pourvoir dès que possible. 
Placé(e) sous l'autorité du médecin-chef de service, il ou elle aura pour principales missions :

- Réceptionner, traiter et orienter les appels et messages téléphoniques du service,
- Gérer l'emploi du temps des professionnels, et planifier les rendez-vous. 
- Assurer le suivi des échéances administratives en lien avec le BDE. 
- Traiter des courriers, documents et comptes rendus,
- Suivre des dossiers patients,
- Assurer l'accueil physique des familles, des patients et de tout visiteur.
- Travailler en collaboration avec les équipes soignantes. 
VOS HORAIRES : 
Du lundi au vendredi de 8h00 à 12h00. 
VOTRE PROFIL :
Diplôme Bac ST2S ou  BTS secrétariat exigé
VOTRE REMUNERATION :
Coef : 376 soit un brut mensuel de 1722.08€
20 points en cas de diplôme soit 91.60€
Reprise ancienneté à 100%, pouvant aller de 1% à 34% du brut mensuel 
Prime Ségur 1 égale à 238€ 
Prime décentralisée annuelle de 5% du brut annuel 

Autres primes : 
Indemnité minimum conventionnelle 

Avantages sociaux : 
Mutuelle 
Prévoyance, 
Retraite supplémentaire PERCO
Crèche d'entreprise

Les candidats peuvent contacter : 
- Docteur FLISC 
- Madame VIDAU, DAOS

Pourquoi nous rejoindre ?

Un véritable projet de carrière : avec la mobilité interne et les perspectives d'évolution, nous vous accompagnons dans votre développement professionnel.
Un collectif bienveillant et engagé : ici, vous ne travaillez jamais seul(e). L'échange et la collaboration sont au cœur de notre organisation.
Un établissement tourné vers l'avenir : nous investissons dans la formation, l'innovation et l'amélioration continue pour garantir des soins de qualité.
Rejoindre les Établissements Hospitaliers Sainte-Marie, c'est faire le choix d'un métier porteur de sens, au sein d'une structure qui met l'humain au centre de son engagement.",CDI,07 - PRIVAS,2025-05-07T14:47:34.259Z,temps partiel - 19H30 Autre,
192BDWF,Manager Adjoint(e) en boulangerie (H/F),"NOTRE ENTREPRISE

En plein développement, les boulangeries Sophie LEBREUILLY comptent plus de 80 boutiques spécialisées dans la vente en boulangerie, viennoiserie, pâtisserie et restauration. Notre mission est de proposer à nos clients du pain et des gourmandises de qualité, accessibles à tous, pour tous les goûts et toute la journée au sein de lieux de convivialité.

Dans le cadre de notre développement, nous sommes à la recherche de notre futur(e) Manager Adjoint(e) en boulangerie afin de venir compléter l'équipe de la boulangerie située au cœur de la ville de Ruoms (07).

TES PRINCIPALES MISSIONS
- Assiste le/la Manager dans la gestion du point de vente en faisant appel à ton sens des responsabilités ;
- Supervise et accompagne l'équipe grâce à ton leadership ;
- Utilise ton sens du relationnel et ta connaissance des produits pour accueillir et conseiller nos clients ;
- Met à profit ton organisation en anticipant le réassort auprès des Boulangers et des Préparateurs salé et sucré ;
- Respecte et fait respecter les règles de qualité, d'hygiène et de sécurité alimentaire grâce à ta rigueur.

TON PROFIL
Passionné(e) par le commerce, tu attaches une grande importance à la satisfaction client.

Dynamique, tu es organisé(e), souriant(e) et tu as le sens des responsabilités.

Tu es idéalement diplômé(e) dans le domaine du management et/ou de la vente et tu disposes de minimum 2 ans d'expérience sur un poste similaire.

TON ÉVOLUTION
La réussite à ce poste te permettra d'évoluer vers un poste de Manager.

TES PETITS +
- 25% de remise sur toute la gamme pour te régaler ;
- Repas pris en charge à 100% sur le lieu de travail ;
- Remises CSE ;
- Primes sous conditions ;
- Des moments de convivialité à partager avec la famille Sophie.

INFORMATIONS COMPLEMENTAIRES
- Type de contrat : CDI 
- Temps de travail : 35h/semaine
- Lieu de travail : Ruoms (07)
- Rémunération : à partir de 1 935.31€ brut/mois + variables (primes sur objectifs, prime de fin d'année, etc.).

Tous nos postes sont ouverts aux personnes en situation de handicap.

Si pour toi motivation rime avec ambition, alors prends rendez-vous avec ton avenir et envoie-nous ta candidature pour rejoindre la famille Sophie !",CDI,07 - Ruoms,2025-05-06T14:07:09.678Z,35H Autre,Mensuel de 1935.31 Euros à 1953.51 Euros sur 12.0 mois
191ZWFY,Agent / Agente technique de nettoyage industriel (H/F),"Sur le secteur de Les Ollières sur Eyrieux
Vous aurez pour mission de nettoyer l'agence postale

Horaires : 6 interventions par semaine à planifier ensemble",CDI,07 - Les Ollières-sur-Eyrieux,2025-05-06T11:15:06.887Z,temps partiel - 6H Autre,Horaire de 12.17 Euros
191ZWBX,Agent de nettoyage (H/F),"Notre établissement d'Aubenas recherche un(e) Agent(e) de nettoyage dynamique et rigoureux(se) pour rejoindre notre équipe.

Mission principale :

L'agent de nettoyage sera responsable de l'entretien et du nettoyage afin d'assurer un environnement propre et agréable chez nos clients.

Tâches :

Nettoyer et entretenir les bureaux, les espaces communs, les sanitaires et autres zones spécifiques.
Veiller au vidage régulier des poubelles.
Veiller à la gestion et à l'entretien du matériel de nettoyage.
Respecter les consignes d'hygiène et de sécurité relatives au poste de travail. 

Profil recherché :

Expérience préalable en nettoyage (souhaitée mais non obligatoire).
Autonomie et rigueur dans le travail.
Sens de l'organisation et du détail.
Ponctualité et respect des horaires de travail.

Type de contrat :

CDI
Temps partiel , 20.75 heures hebdo. 89.85 heures mensuel. 
HORAIRES: découpés",CDI,07 - AUBENAS,2025-05-06T11:12:34.152Z,temps partiel - 20H59 Autre,
191YZLJ,SECOND DE CUISINE (H/F),"Nous recrutons un second de cuisine dans le cadre de notre développement (H/F) à Guilherand granges. En contrat CDI temps plein au sein d'une petite cuisine centrale qui fabrique environ 1700 couverts. 

Au quotidien : Vous préparez et cuisinez des mets selon un plan de production culinaire, les règles d'hygiène et de sécurité alimentaires et la charte qualité de l'établissement.
Rythme de travail pour un équilibre personnel et professionnel, vous travaillez du lundi au vendredi de 5h30-12h30 journées continues Nous ne travaillons pas les week-ends ;

Attiré par le secteur de la restauration, vous avez une expérience en restauration traditionnelle ou collective et maîtrisez les normes HACCP. La passion du métier et votre force d'initiative guident vos actions au quotidien.",CDI,07 - GUILHERAND GRANGES,2025-05-05T16:03:00.101Z,35H Autre,Mensuel de 2000.0 Euros à 2100.0 Euros sur 12.0 mois
191YXMX,Formateur Section Infirmier - IFPS Privas - CDI 100% (H/F),"PRESENTATION DU GROUPE :
Rejoignez un acteur majeur de la santé mentale et donnez du sens à votre carrière !

Depuis près de 200 ans, l'Association Hospitalière Sainte-Marie est un pilier incontournable de la santé mentale en France. Avec plus de 5 700 collaborateurs répartis sur 7 départements, nous sommes aujourd'hui le premier opérateur associatif en santé mentale et nous poursuivons notre développement pour toujours mieux accompagner patients, familles et professionnels.

Travailler à l'Association hospitalière Ste Marie, c'est intégrer.
Un réseau d'excellence en psychiatrie, médicosocial et gériatrie
Un environnement bienveillant et humain, où l'on prend soin à la fois des patients et des soignants
Un établissement dynamique et moderne, toujours à la pointe de l'innovation
Un cadre de travail stimulant, où le travail en équipe pluridisciplinaire est une richesse au quotidien

Un ancrage fort en Ardèche-Drôme : un cadre de vie et de travail unique

Le Centre Hospitalier Sainte-Marie de Privas, établissement récent, dynamique et chaleureux, est situé en plein cœur de la préfecture de l'Ardèche, avec un site secondaire à Annonay. Travailler ici, c'est évoluer dans un cadre naturel préservé, entre montagnes et rivières, tout en bénéficiant d'une infrastructure moderne et d'une approche humaine du soin.
Notre réseau de 37 structures extérieures (CMP, HDJ, CATTP) nous permet d'assurer une prise en charge proactive et de proximité, sur tout le territoire, y compris en Sud Drôme (Montélimar, Pierrelatte, etc.).
VOS MISSIONS :
Le formateur participe à la formation des étudiants et des élèves, organise les conditions de leur apprentissage et réalise des actions de formation continue.  Sous la responsabilité de la directrice et du coordinateur pédagogique et en lien avec l'équipe pédagogique et administrative, il participe à l'élaboration et la mise en œuvre du projet d'Institut, du projet pédagogique et du dispositif de formation principalement sur la section infirmière mais également sur les autres sections de formation, il ou elle aura pour principale : 
- Mise en œuvre du projet pédagogique
- Engagement dans les groupes de travail et les projets de l'institut
- Conception, planification, dispensation et évaluation des enseignements
- Recherche et contact des intervenants extérieurs
- Accompagnement des étudiants dans leur suivi pédagogique, les préparations et retours de stage et le travail d'initiation à la recherche
- Suivi des étudiants (notes - tenue du dossier scolaire - absences) 
- Conception et dispensation des programmes de formation continue
- Participation aux épreuves de sélection
- Collaboration à la démarche qualité
- Veille pédagogique et réglementaire
- Participation aux réunions et aux instances de l'institut.

VOS HORAIRES : 
Cadre au forfait jours. 
Amplitude des cours de 08h00 à 18h00. 
VOTRE PROFIL :
 Diplôme d'Etat d'infirmier 
 Diplôme de cadre de santé et/ou d'un diplôme ou titre universitaire à finalité professionnelle dans les domaines de la santé, des sciences de l'éducation ou des sciences humaines, d'un niveau au moins Master
 Le diplôme de formateur GSU serait un atout supplémentaire
Expériences professionnelles attendues :
 En soins généraux de préférence, notamment urgences, soins intensifs, oncologie, pédiatrie
 En pédagogie 
VOTRE REMUNERATION :
Coef 517 soit un brut mensuel de 2 367.86€
Prime complément métier de 51 points soit un montant de 233.58€
Reprise ancienneté à 100%, pouvant aller de 1% à 34% du brut mensuel 
Prime Ségur 1 de 238€
Prime Ségur 2 en fonction de l'ancienneté 
Prime décentralisée annuelle de 5% du brut annuel 

Avantages sociaux : 
Mutuelle 
Prévoyance 
Retraite supplémentaire PERCO
Crèche d'entreprise

Les candidats peuvent se renseigner auprès de :
- Madame Marie-Pierre HOMERIN, Directrice
- Madame Laurence MOUYON, DAOMSSE",CDI,07 - PRIVAS,2025-05-05T15:31:02.245Z,39H Autre,
191YQPH,ACCOMPAGNANT EDUCATIF ET SOCIAL (AES) - CDI 100% EHPAD St Joseph (H/F),"PRESENTATION DU GROUPE :
L'Association Hospitalière Sainte-Marie, 5 700 collaborateurs répartis sur 7 départements, est un acteur historique de la prise en charge en psychiatrie (depuis 1827) et plus récemment des personnes âgées ou handicapés.  Elle gère plus d'une trentaine d'établissements dont les Centres Hospitaliers Sainte-Marie de Clermont- Ferrand, du Puy-en-Velay, de Privas, de Rodez et de Nice. 1er opérateur ESPIC de Santé Mentale en France, elle redéfinit en 2015 ses grands axes stratégiques autour du projet d'entreprise, Sainte-Marie 2020, pour assurer son développement, s'adapter aux évolutions des politiques de santé et de société et soutenir les projets des établissements de l'Association. 


VOTRE MISSION :
Placé(e) sous la responsabilité du cadre de santé de l'EHPAD St Joseph à Aubenas, il ou elle aura pour principales missions :

- Contribuer au bien-être des résidents, en les accompagnant dans tous les gestes de la vie quotidienne et en aidant au maintien de leur autonomie : 
- Assurer l'accompagnement physique et psychologique individualisé dans les actes de la vie courante :
o Aider aux soins d'hygiène (lever, toilette, habillage, déshabillage)
o Aider à la prise des repas (distribution, respect des régimes prescrits, hydratation, élimination)
o Sous la responsabilité de l'infirmier : effectuer certains soins et aider à la prise des médicaments
- Accompagner les résidents dans la relation à l'environnement et le maintien de la vie sociale
o Aider au maintien des liens familiaux et sociaux
o Susciter, stimuler la participation citoyenne et l'inscription dans la vie de la cité
o Accompagner les déplacements internes et externes (courses, dentiste, médecin.)
- Recueillir et transmettre des informations pour l'équipe pluridisciplinaire en vue de l'élaboration des projets personnalisés et participer à leur mise en place
- Participer à la vie institutionnelle
Mais aussi : 
o Participer à la décoration, l'organisation et l'entretien du cadre de vie
o Animer ou co-animer les activités culturelles, sportives, ludiques, éducatives et sociales avec des membres de l'équipe pluri disciplinaire et/ou partenaires extérieurs
o Participer aux différentes réunions et groupes de travail de l'établissement
o Accueillir et accompagner les stagiaires (tuteur)


VOTRE REMUNERATION :

Rémunération et reprise ancienneté selon CCN51
Coef 351


VOS PROFIL ET EXPERIENCE :


DIPLOME AMP ou AES exigé.

SAVOIR-FAIRE : 
- Connaitre les règles d'hygiène 
- Connaitre les techniques de manutention
- Connaissances détaillées : en techniques d'animation de groupe, en techniques de communication
- Être capable de recueillir les informations pertinentes et utiles en vue d'évaluer le degré d'autonomie de la personne accueillie
- Savoir utiliser les techniques et modes de communication avec des usagers présentant des troubles de la communication
- Être force de proposition
- Faire preuve d'analyse et de synthèse 
- Capacité à rédiger des transmissions écrites
- Savoir animer des groupes avec des activités physiques et cognitives

SAVOIR-ETRE : 
- Qualité d'écoute, de tolérance, de disponibilité et de dynamisme
- Patience et désir de communiquer
- Capacité de travail en équipe pluriprofessionnelle
- Sens de la hiérarchie
- Savoir se remettre en cause
- Respect du secret professionnel


Les candidats peuvent se renseigner auprès de :
- Virginie CHERON, Responsable de résidence 
- Aurore BOURDELY, Cadre de santé",CDI,07 - Aubenas,2025-05-05T13:57:06.044Z,39H Autre,
