offre_id,competence_code,competence_libelle
191YTHW,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YTHW,107715,Réaliser des soins infirmiers
191YTFX,107474,Concevoir un projet thérapeutique
191YTFX,107494,"Détecter des contre-indications suite à des fractures, des infections osseuses et orienter le patient vers un médecin, psychologue, ..."
191YTFX,107496,Organiser la séance de kinésithérapie et l'adapter
191YTFX,107493,Réaliser le diagnostic masso kinésithérapique à partir de tests de force musculaire et de posture
191YTFX,300408,"Rédiger un rapport, un compte rendu d'activité"
191YSMB,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YSMB,107715,Réaliser des soins infirmiers
191YPVY,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YPVY,107715,Réaliser des soins infirmiers
191YPPF,107715,Réaliser des soins infirmiers
191YLDZ,107201,Actualiser le dossier médical du patient
191YLDZ,107198,Déterminer les besoins thérapeutiques et réaliser les soins médicaux
191YLDZ,107199,"Réaliser la prescription médicale, expliquer les modalités de traitement au patient et le conseiller sur l'hygiène de vie"
191YLDZ,107197,"Recenser les symptômes, les dysfonctionnements, cerner l'environnement de vie du patient et procéder à l'examen clinique"
191YKNH,107201,Actualiser le dossier médical du patient
191YKNH,107198,Déterminer les besoins thérapeutiques et réaliser les soins médicaux
191YKNH,107199,"Réaliser la prescription médicale, expliquer les modalités de traitement au patient et le conseiller sur l'hygiène de vie"
191YKNH,107197,"Recenser les symptômes, les dysfonctionnements, cerner l'environnement de vie du patient et procéder à l'examen clinique"
191YJXW,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YJXW,107715,Réaliser des soins infirmiers
191XXQQ,122112,Analyse de données de production
191XXQQ,300175,"Piloter la gestion de la production, de l'exploitation"
191XXQQ,300312,Mettre en place des solutions d'amélioration de la performance
191XFMY,107201,Actualiser le dossier médical du patient
191XFMY,107198,Déterminer les besoins thérapeutiques et réaliser les soins médicaux
191XFMY,107199,"Réaliser la prescription médicale, expliquer les modalités de traitement au patient et le conseiller sur l'hygiène de vie"
191XFMY,107197,"Recenser les symptômes, les dysfonctionnements, cerner l'environnement de vie du patient et procéder à l'examen clinique"
191XFMY,123928,Analyser des situations de risque et proposer des solutions
191XFMY,404199,"Analyser, évaluer la situation médicale, clinique et psycho-sociale d'une personne"
191XFMY,300472,Coordonner l'intervention d'équipes pluridisciplinaires
191XFMY,122139,Mettre en oeuvre un projet thérapeutique
191XFMY,404210,Organiser la coordination des professionnels de santé (internes et externes) intervenant dans l'établissement
191XDZC,119632,Art thérapie
191XDZC,107475,"Concevoir le programme de rééducation (réadaptation aux gestes de la vie quotidienne, réapprentissage de repères spatiaux) et l'adapter selon l'état de la personne"
191XDZC,107474,Concevoir un projet thérapeutique
191XDZC,107476,"Informer et conseiller la personne sur des aménagements, des équipements ou des appareillages"
191XDZC,107473,"Réaliser le bilan des capacités physiques, cognitives et évaluer le degré d'autonomie de la personne dans son environnement domestique ou professionnel"
191XDZC,300022,"Enseigner, transmettre des connaissances, développer des compétences"
191XDZC,402001,Participer à un projet pluridisciplinaire
191XDZC,107484,Pratiquer des actions de rééducation d'ergothérapie
191WDCD,107474,Concevoir un projet thérapeutique
191WDCD,107493,Réaliser le diagnostic masso kinésithérapique à partir de tests de force musculaire et de posture
191WDCD,107494,"Détecter des contre-indications suite à des fractures, des infections osseuses et orienter le patient vers un médecin, psychologue, ..."
191WDCD,107496,Organiser la séance de kinésithérapie et l'adapter
191WDCD,300408,"Rédiger un rapport, un compte rendu d'activité"
191VZYJ,116708,Procédures d'entretien de véhicules
191VZYJ,116797,Techniques de réparation rapide
191VMFP,106662,"Entretenir l'installation sanitaire, de chauffage et de production d'eau chaude"
191VMFP,300185,Réaliser un diagnostic technique
191VMFP,300182,"Réparer un équipement, une machine, une installation"
191VJCY,101910,Techniques de coupes de cheveux
191VJCY,101901,Accueillir le client et l'installer
191VJCY,101903,"Réaliser le diagnostic capillaire, les préparations du lavage et le shampoing"
191VJCY,101918,Réaliser une coupe ou une coiffure
191VFLD,101910,Techniques de coupes de cheveux
191VFLD,101901,Accueillir le client et l'installer
191VFLD,101903,"Réaliser le diagnostic capillaire, les préparations du lavage et le shampoing"
191VFLD,101918,Réaliser une coupe ou une coiffure
191SFVG,116708,Procédures d'entretien de véhicules
191SFVG,116797,Techniques de réparation rapide
191RXXJ,110527,Contrôler l'état de fonctionnement du véhicule
191RXXJ,110473,Optimiser un plan de chargement des marchandises
191RXXJ,124795,Organiser des itinéraires de livraison optimisés
191RXXJ,120377,Réaliser les opérations d'attelage
191RXXJ,110474,Vérifier l'exactitude et la conformité de documents de transport de marchandises
191RTTM,107530,"Cerner le type de dysfonctionnement (troubles de la voix, du langage oral), les difficultés (gêne, manifestations) et l'environnement du patient"
191RTTM,107533,Concevoir le programme de la séance d'orthophonie et adapter les exercices selon l'état du patient
191RTTM,107531,"Déterminer le besoin de rééducation orthophonique à partir de tests ou conseiller le patient sur un suivi complémentaire (soutien scolaire, accompagnement psychologique, ...)"
191RTTM,107477,"Réaliser le bilan de fin de rééducation avec la personne et échanger des informations avec le médecin, l'enseignant, ..."
191RTTM,124221,Renseigner des documents médico-administratifs
191RSDV,100118,Fiscalité
191RSDV,101360,Comptabilité générale
191RSDV,117781,Comptabilité client
191RSDV,117782,Comptabilité fournisseurs
191RSDV,121077,Comptabilité bancaire
191RSDV,300305,"Effectuer le suivi des commandes, la facturation"
191RHCJ,107715,Réaliser des soins infirmiers
191PWXQ,116708,Procédures d'entretien de véhicules
191PWXQ,116797,Techniques de réparation rapide
191PWXQ,489578,Angles de géométrie
191PWXQ,489609,CAP maintenance des véhicules option voitures particulières
191PWXQ,491677,Caractéristiques des pneumatiques
191PWXQ,490488,Caractéristiques des systèmes de freinage
191PWXQ,489649,Habilitation électrique BOL/BCL/B2VL/BCL
191PWXQ,489723,Titre à finalité professionnelle Mécanicien automobile
191PWXQ,489729,Titre professionnel mécanicien automobile
191PWXQ,489755,Appliquer les normes relatives à la manipulation de fluides frigorigènes
191PWXQ,489756,Appliquer les normes relatives à la prévention des risques électriques
191PWXQ,483963,Assurer la maintenance des outils et équipements de l'atelier
191PWXQ,113751,Conduire un véhicule léger
191PWXQ,104357,Conseiller les clients sur l'entretien nécessaire et les options de réparation
191PWXQ,489773,Contrôler et régler les trains roulants
191PWXQ,489774,"Contrôler et remplacer les éléments du système de freinage (classique, ABS, ESP)"
191PWXQ,107047,Contrôler la conformité technique d'un véhicule
191PWXQ,489785,Contrôler l'état de charge et de vieillissement d'une batterie de traction d'un véhicule
191PWXQ,489787,Contrôler visuellement les éléments de charge d'un véhicule électrique et/ou hybride
191PWXQ,483962,Mettre à jour les logiciels embarqués des véhicules
191PWXQ,489836,Réaliser la maintenance des systèmes de dépollution essence ou diesel d'un moteur thermique
191PWXQ,489837,Réaliser la maintenance des systèmes de direction
191PWXQ,489838,Réaliser la maintenance des systèmes d'embrayage
191PWXQ,489841,Réaliser la maintenance des systèmes de suralimentation essence ou diesel d'un moteur
191PWXQ,489839,Réaliser la maintenance des systèmes injection essence ou diesel d'un moteur thermique
191PWXQ,489840,Réaliser la maintenance du circuit de climatisation
191PWXQ,491735,Réaliser le diagnostic des trains roulants
191PWXQ,489850,Réaliser le diagnostic du circuit de climatisation
191PWXQ,490421,"Réaliser les diagnostics des différents organes (ou systèmes) du véhicule: moteur, direction, freinage, embrayage, transmissions ou encore climatisation"
191PWXQ,489853,"Réaliser les opérations d'entretien des circuits d'allumage, air, carburant, échappement du moteur"
191PWXQ,489854,Réaliser les opérations d'entretien des circuits de lubrification
191PWXQ,489855,"Réaliser les opérations d'entretien des éléments électriques, de sécurité, de confort d'un véhicule"
191PWXQ,489856,"Réaliser les opérations d'entretien des pneumatiques, amortisseurs et suspensions"
191PWXQ,489857,Réaliser les opérations d'entretien du système de freinage
191PWXQ,489858,"Réaliser les opérations d'entretien du système de transmission (embrayage, boite de vitesse)"
191PWXQ,489865,Remplacer et réparer les pneumatiques
191PWXQ,489866,"Remplacer les organes de transmission (embrayage, boite de vitesse)"
191PWXQ,489867,Remplacer une batterie de démarrage et de servitude (<60 volts cc)
191PWXQ,489871,Renseigner un ordre de réparation afin d'assurer la traçabilité des travaux réalisés
191PWXQ,490422,Utiliser des logiciels de diagnostic automobile
191JQGH,107530,"Cerner le type de dysfonctionnement (troubles de la voix, du langage oral), les difficultés (gêne, manifestations) et l'environnement du patient"
191JQGH,107477,"Réaliser le bilan de fin de rééducation avec la personne et échanger des informations avec le médecin, l'enseignant, ..."
191JQGH,107533,Concevoir le programme de la séance d'orthophonie et adapter les exercices selon l'état du patient
191JQGH,107531,"Déterminer le besoin de rééducation orthophonique à partir de tests ou conseiller le patient sur un suivi complémentaire (soutien scolaire, accompagnement psychologique, ...)"
191JQGH,124221,Renseigner des documents médico-administratifs
191JQFC,107643,"Cerner l'environnement du patient (psychologique, familial), répertorier ses difficultés (état des acquisitions, troubles cognitifs, attention) et l'informer sur la démarche psychomotrice"
191JQFC,107477,"Réaliser le bilan de fin de rééducation avec la personne et échanger des informations avec le médecin, l'enseignant, ..."
191JQFC,107644,"Procéder aux tests psychomoteurs et analyser les informations recueillies lors de l'évaluation (manifestations cliniques, motivation, ...)"
191JQFC,107474,Concevoir un projet thérapeutique
191JQFC,124221,Renseigner des documents médico-administratifs
191JQFC,,Qualité rédactionnelle
191JQCM,107530,"Cerner le type de dysfonctionnement (troubles de la voix, du langage oral), les difficultés (gêne, manifestations) et l'environnement du patient"
191JQCM,107533,Concevoir le programme de la séance d'orthophonie et adapter les exercices selon l'état du patient
191HMKS,121482,Appliquer les mortiers
191HMKS,400081,Assembler et positionner les éléments d'armatures et les caissons pour le béton
191HMKS,122952,Monter les murs en utilisant les matériaux adaptés
191HMKS,123667,Réaliser des enduits
191HMKS,103767,Terrasser et niveler la fondation
191GWLB,120010,Production culinaire
191GWLB,100359,Règles d'hygiène et de sécurité alimentaire
191GWLB,122435,Système Hazard Analysis Critical Control Point (HACCP)
191GWLB,485916,Encadrer et coordonner une équipe
191GWLB,403623,"Contrôler la qualité de la production de ses équipes, ainsi que la bonne utilisation des équipements et matériels présents en cuisine"
191GWLB,403583,Assurer le respect des normes d'hygiène et de sécurité alimentaire
191GWLB,300243,"Contrôler les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE)"
191GWLB,300446,"Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE)"
191GWLB,124935,Dresser des plats pour le service
191FQXQ,,Sens de l'organisation
191FQXQ,,Connaissance du secteur santé appréciée
191FQXQ,,Qualités relationnelles
191FQXQ,,Aptitude managériale
191FQXQ,,Expérience similaire sur poste de chef de cuisine
191CFGP,107662,Accompagner les patients dans les gestes de la vie quotidienne
191CFGP,107920,Effectuer les courses d'une personne
191CFGP,107948,"Dépoussiérer les sols, les tapis, les meubles, les objets et aérer, désodoriser les pièces"
191CFGP,115131,Préparer des repas
191CFGP,116932,Assurer le suivi des stocks en temps réel
191CFGP,120699,Entretenir le linge
191CFGP,300282,"Entretenir, nettoyer un espace, un lieu, un local"
191BYCT,104415,Automatisme
191BYCT,119425,Utilisation de logiciels de conception et fabrication assistée par ordinateur (CFAO)
191BYCT,119672,Utilisation de logiciels de CAO/DAO
191BYCT,104407,"Réaliser et faire évoluer les schémas, les plans de détails, de sous-ensembles ou d'ensembles"
191BYCT,104419,"Identifier la demande et réaliser les ébauches, schémas de pièces, systèmes, sous-ensembles ou ensembles"
191BYCT,104420,Réaliser des relevés dimensionnels
191BYCT,104421,"Étudier et concevoir des pièces, sous-ensembles ou ensembles"
191BYCT,114788,Concevoir des procédures de fabrication
191BYCT,122790,Élaborer une nomenclature
191BYCT,300153,"Utiliser un outil, une machine, un équipement, une installation"
191BYCT,300448,"Respecter des règles, des consignes, normes et procédures opérationnelles"
191BYCT,402319,Utiliser des logiciels de modélisation et simulation
190XWCV,121482,Appliquer les mortiers
190XWCV,400081,Assembler et positionner les éléments d'armatures et les caissons pour le béton
190XWCV,103767,Terrasser et niveler la fondation
190XWCV,122952,Monter les murs en utilisant les matériaux adaptés
190XWCV,123667,Réaliser des enduits
190PTHL,102096,Normes d'hygiène et de propreté
190PTHL,107948,"Dépoussiérer les sols, les tapis, les meubles, les objets et aérer, désodoriser les pièces"
190PTHL,107920,Effectuer les courses d'une personne
190PTHL,300551,Entretenir le linge de maison et les vêtements
190MNFL,116708,Procédures d'entretien de véhicules
190MNFL,116797,Techniques de réparation rapide
190MNFL,107046,"Changer ou réparer les moteurs, boîtes de vitesse, embrayages, suspensions, démarreurs"
190MNFL,118362,Déterminer une solution technique de remise en état du véhicule et des équipements
190LNJH,107715,Réaliser des soins infirmiers
190LDVZ,100822,Techniques d'usinage
190LDVZ,300135,"Monter et régler une installation, une machine"
190LDVZ,402224,"Paramétrer et utiliser des instruments de mesure, de découpe, de fabrication"
190LDVZ,402279,Régler les paramètres d'usinage
190FJNN,117205,Accomplir des démarches pour le compte de clients
190FJNN,300338,Appliquer un cadre juridique ou réglementaire
190FCHM,300318,Réaliser des opérations comptables
190DLTP,125986,Modalités de sécurisation d'un chantier
190DLTP,103044,Plan Particulier de Sécurité et de Protection de la Santé -PPSPS-
190DLTP,119618,Apporter un appui technique aux équipes de chantier
190DLTP,403430,Assister les équipes lors de la réalisation de tâches complexes ou en cas de problèmes majeurs
190DLTP,403503,Contrôler les calendriers d'avancement des travaux et effectuer les ajustements nécessaires au respect des délais et du budget engagé
190DLTP,403547,Coordonner les travaux avec d'autres corps de métier
190DLTP,403418,Coordonner l'intervention des machines et des engins de chantier
190DLTP,125971,Définir des besoins en approvisionnement
190DLTP,300150,Définir et mettre en oeuvre des protocoles de sécurité
190DLTP,403369,"Effectuer le suivi administratif (pointage…), définir les plannings et les affectations d'équipes au quotidien"
190DLTP,403501,Effectuer régulièrement les revues de chantier avec le conducteur de travaux afin de suivre l'avancement global du chantier
190DLTP,403555,Faire respecter les règles du plan particulier de sécurité et de protection de la santé (PPSP)
190DLTP,403509,"Fixer au quotidien les objectifs de production (qualité, respect des délais) aux chefs d'équipe et les aider en cas d'incidents (déplacement d'engins, rectification de métrés, etc.)"
190DLTP,122721,Identifier des moyens techniques et matériels pour un chantier
190DLTP,300459,Prendre une décision et l'expliquer
190DLTP,300236,Préparer l'exécution du chantier
190DLTP,300408,"Rédiger un rapport, un compte rendu d'activité"
190DLTP,403582,"Veiller à l'application et au respect des règles d'hygiène, de sécurité (port du casque…), et environnement (gestion des déchets, pollution sonore, etc.) sur le chantier"
190DBSZ,107530,"Cerner le type de dysfonctionnement (troubles de la voix, du langage oral), les difficultés (gêne, manifestations) et l'environnement du patient"
190DBSZ,107533,Concevoir le programme de la séance d'orthophonie et adapter les exercices selon l'état du patient
190DBSZ,107531,"Déterminer le besoin de rééducation orthophonique à partir de tests ou conseiller le patient sur un suivi complémentaire (soutien scolaire, accompagnement psychologique, ...)"
190DBSZ,107477,"Réaliser le bilan de fin de rééducation avec la personne et échanger des informations avec le médecin, l'enseignant, ..."
190DBSZ,124221,Renseigner des documents médico-administratifs
190CFBN,107814,Analyser le contexte de vie d'une personne
190CFBN,107815,"Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l'orienter vers un médecin, service social, personnel paramédical"
190CFBN,300041,Réaliser un accompagnement psychologique
189SCVF,107098,"Contrôler la géométrie des châssis, coques, berceaux et redresser les éléments de carrosserie déformés ou les remplacer"
189SCVF,107099,Remplacer un vitrage inamovible ou amovible
189QTWC,118772,Établir des rapports de progression des travaux
189QTWC,123640,Présenter un dossier de chantier au chef de chantier et aux intervenants
189QTWC,300396,Développer et piloter un réseau d'organisations partenaires
189QTWC,300436,Organiser le travail d'une équipe
189QTWC,,électricité
189CBHN,117019,Méthodes et procédures de contrôle comptable
189CBHN,300324,Concevoir des supports de suivi et de gestion
189CBHN,300449,Expliquer et faire respecter les règles et procédures
189CBHN,300318,Réaliser des opérations comptables
189CBHN,300333,Réaliser un audit financier
188CDHQ,300318,Réaliser des opérations comptables
188CCPD,300318,Réaliser des opérations comptables
188CBZN,300016,"Conseiller une organisation, une structure"
188BZKR,300318,Réaliser des opérations comptables
188BYJG,300318,Réaliser des opérations comptables
188BYBJ,300318,Réaliser des opérations comptables
